Date,Open,High,Low,Close,Adj Close,Volume
1/29/1985,0,1295.48999,1266.890015,1292.619995,1292.619995,13560000
1/30/1985,0,1305.099976,1278.930054,1292.619995,1287.880005,16820000
1/31/1985,0,1293.400024,1272.640015,1292.619995,1286.77002,14070000
2/1/1985,0,1286.109985,1269.77002,1292.619995,1277.719971,10980000
2/2/1985,0,1294.939941,1268.98999,1292.619995,1290.079956,11630000
2/3/1985,0,1301.130005,1278.599976,1292.619995,1285.22998,13800000
2/4/1985,0,1294.5,1275.069946,1292.619995,1280.589966,14610000
2/5/1985,0,1297.040039,1279.810059,1292.619995,1290.079956,11440000
2/6/1985,0,1297.150024,1281.359985,1292.619995,1289.969971,8000000
2/7/1985,0,1291.73999,1268.660034,1292.619995,1276.060059,12600000
2/8/1985,0,1283.130005,1266.339966,1292.619995,1276.609985,11870000
2/9/1985,0,1304.660034,1274.51001,1292.619995,1297.920044,14050000
2/10/1985,0,1307.530029,1283.680054,1292.619995,1287.880005,14020000
2/11/1985,0,1296.27002,1275.069946,1292.619995,1282.02002,8730000
2/12/1985,0,1287.430054,1273.52002,1292.619995,1280.589966,6690000
2/13/1985,0,1292.51001,1272.530029,1292.619995,1283.130005,10760000
2/14/1985,0,1287.099976,1272.640015,1292.619995,1279.040039,8600000
2/15/1985,0,1286.550049,1269.98999,1292.619995,1275.839966,8500000
2/16/1985,0,1283.130005,1263.910034,1292.619995,1277.5,8420000
2/17/1985,0,1293.180054,1272.310059,1292.619995,1286.109985,11910000
2/18/1985,0,1295.27002,1274.400024,1292.619995,1281.030029,11900000
2/19/1985,0,1288.319946,1271.420044,1292.619995,1284.01001,8790000
2/20/1985,0,1309.959961,1282.689941,1292.619995,1299.359985,14730000
2/21/1985,0,1304.550049,1283.130005,1292.619995,1289.530029,12010000
2/22/1985,0,1300.02002,1281.030029,1292.619995,1291.849976,10060000
2/23/1985,0,1296.930054,1275.51001,1292.619995,1280.369995,10990000
2/24/1985,0,1283.23999,1265.459961,1292.619995,1271.530029,9870000
2/25/1985,0,1280.810059,1264.130005,1292.619995,1269.660034,9120000
2/26/1985,0,1277.050049,1260.930054,1292.619995,1268.550049,7710000
2/27/1985,0,1279.47998,1262.47998,1292.619995,1271.75,8340000
2/28/1985,0,1278.27002,1257.619995,1292.619995,1261.699951,8840000
3/1/1985,0.309119011,1269.209961,1254.199951,1292.619995,1260.050049,7950000
3/2/1985,0,1266.890015,1245.140015,1272.641324,1247.349976,11280000
3/3/1985,0,1260.930054,1242.819946,1272.641324,1249.670044,8270000
3/4/1985,0,1274.180054,1245.689941,1272.641324,1271.089966,8990000
3/5/1985,0,1277.390015,1257.839966,1272.641324,1265.23999,10540000
3/6/1985,0,1278.930054,1257.619995,1272.641324,1268.219971,9630000
3/7/1985,0,1277.390015,1261.699951,1272.641324,1267.449951,7800000
3/8/1985,0,1268.329956,1252.869995,1272.641324,1259.939941,7930000
3/9/1985,0,1267.560059,1252.099976,1272.641324,1259.719971,9520000
3/10/1985,0,1270.869995,1255.959961,1272.641324,1264.910034,8960000
3/11/1985,0,1275.51001,1256.630005,1272.641324,1260.709961,8700000
3/12/1985,0,1270.650024,1255.849976,1272.641324,1266.780029,9810000
3/13/1985,0,1276.280029,1260.48999,1272.641324,1272.75,6930000
3/14/1985,0,1280.150024,1261.47998,1272.641324,1265.680054,8460000
3/15/1985,0,1268.109985,1251.550049,1272.641324,1258.060059,9310000
3/16/1985,0,1264.23999,1248.339966,1272.641324,1259.050049,6920000
3/17/1985,0,1267.01001,1246.02002,1272.641324,1252.97998,7940000
3/18/1985,0,1262.040039,1246.579956,1272.641324,1253.859985,8010000
3/19/1985,0,1269.099976,1252.099976,1272.641324,1259.939941,9130000
3/20/1985,0,1274.849976,1257.180054,1272.641324,1263.689941,10800000
3/21/1985,0,1270.430054,1257.290039,1272.641324,1265.680054,7320000
3/22/1985,0,1272.420044,1257.839966,1272.641324,1266.780029,6870000
3/23/1985,0,1276.609985,1256.959961,1272.641324,1269.550049,9870000
