Date,Open,High,Low,Close,Adj Close,Volume
1/29/1985,0,1295.48999,1266.890015,1292.619995,1292.619995,13560000
1/30/1985,0.734912097,1305.099976,1278.930054,1292.619995,1287.880005,16820000
1/31/1985,0,1293.400024,1272.640015,1292.316007,1286.77002,14070000
2/1/1985,0,1286.109985,1269.77002,1292.316007,1277.719971,10980000
2/2/1985,0,1294.939941,1268.98999,1292.316007,1290.079956,11630000
2/3/1985,0,1301.130005,1278.599976,1292.316007,1285.22998,13800000
2/4/1985,0,1294.5,1275.069946,1292.316007,1280.589966,14610000
2/5/1985,0,1297.040039,1279.810059,1292.316007,1290.079956,11440000
2/6/1985,-1.088009075,1297.150024,1281.359985,1292.316007,1289.969971,8000000
2/7/1985,0,1291.73999,1268.660034,1292.765944,1276.060059,12600000
2/8/1985,0,1283.130005,1266.339966,1292.765944,1276.609985,11870000
2/9/1985,0,1304.660034,1274.51001,1292.765944,1297.920044,14050000
2/10/1985,0,1307.530029,1283.680054,1292.765944,1287.880005,14020000
2/11/1985,0,1296.27002,1275.069946,1292.765944,1282.02002,8730000
2/12/1985,0,1287.430054,1273.52002,1292.765944,1280.589966,6690000
2/13/1985,1.963334541,1292.51001,1272.530029,1292.765944,1283.130005,10760000
2/14/1985,0,1287.099976,1272.640015,1291.953741,1279.040039,8600000
2/15/1985,0,1286.550049,1269.98999,1291.953741,1275.839966,8500000
2/16/1985,0,1283.130005,1263.910034,1291.953741,1277.5,8420000
2/17/1985,0,1293.180054,1272.310059,1291.953741,1286.109985,11910000
2/18/1985,0,1295.27002,1274.400024,1291.953741,1281.030029,11900000
2/19/1985,0,1288.319946,1271.420044,1291.953741,1284.01001,8790000
2/20/1985,-0.612281202,1309.959961,1282.689941,1291.953741,1299.359985,14730000
2/21/1985,0,1304.550049,1283.130005,1292.206874,1289.530029,12010000
2/22/1985,0,1300.02002,1281.030029,1292.206874,1291.849976,10060000
2/23/1985,0,1296.930054,1275.51001,1292.206874,1280.369995,10990000
2/24/1985,0,1283.23999,1265.459961,1292.206874,1271.530029,9870000
2/25/1985,0,1280.810059,1264.130005,1292.206874,1269.660034,9120000
2/26/1985,0,1277.050049,1260.930054,1292.206874,1268.550049,7710000
